"","Age","lower99CI","lower95CI","median","upper95CI","upper99CI","sigma","Gradient1"
"1",4.5,1.11345936735956,1.18074728066668,1.40827061933722,1.65545170853073,1.73702954485039,0.0858430141232816,1378.91442043712
"2",4.6,1.1243020156903,1.19226168227574,1.42205976354159,1.67171657318152,1.75411225855865,0.0858612837950498,1331.56002117661
"3",4.7,1.13476912107337,1.20337815843808,1.43537536375335,1.68742582803253,1.77061229317831,0.085879557355089,1286.46504178409
"4",4.8,1.14487860439474,1.21411569738588,1.44824001417119,1.70260598065292,1.78655744708979,0.0858978348042268,1243.49283938063
"5",4.9,1.15464730261093,1.22449213889976,1.460674942565,1.71728193563306,1.80197383767114,0.0859161161432909,1202.51645894221
"6",5,1.1640910456123,1.23452425574362,1.47270010715442,1.73147710822153,1.81688602046259,0.0859344013731091,1163.41788069112
"7",5.1,1.17322472711329,1.2442278287718,1.48433428596133,1.74521352913598,1.83131709907597,0.0859526904945095,1126.08732595787
"8",5.2,1.18206237003411,1.2536177162003,1.49559515922091,1.75851194123298,1.84528882656761,0.0859709835083204,1090.42261794521
"9",5.3,1.19061718680964,1.26270791750387,1.50649938540036,1.77139188868077,1.85882169894965,0.0859892804153701,1056.32859374875
"10",5.4,1.19890163503261,1.27151163237005,1.51706267133785,1.78387179923567,1.87193504146989,0.0860075812164873,1023.71656395022
"11",5.5,1.2069274688087,1.28004131511017,1.52729983697735,1.79596906018021,1.8846470882451,0.0860258859125007,992.503816230055
"12",5.6,1.21470578617286,1.28830872489754,1.53722487513965,1.80770008843899,1.896975055789,0.0860441945042392,962.613159568209
"13",5.7,1.22224707288921,1.29632497217407,1.54685100673534,1.81908039534824,1.90893521093394,0.0860625069925319,933.972505777874
"14",5.8,1.22956124293066,1.30410056153921,1.55619073179312,1.83012464651701,1.92054293360549,0.0860808233782082,906.514485338339
"15",5.9,1.23665767591059,1.31164543140959,1.5652558766465,1.84084671718212,1.93181277487162,0.0860991436620976,880.176094661201
"16",6,1.24354525171589,1.31896899071374,1.57405763759311,1.85125974342557,1.94275851065305,0.0861174678450295,854.89837217272
"17",6.1,1.25023238257021,1.32608015286397,1.58260662131484,1.86137616959234,1.95339319144919,0.086135795927834,830.626100761874
"18",6.2,1.25672704273655,1.33298736722722,1.59091288232246,1.87120779221792,1.96372918840391,0.0861541279113409,807.307534351403
"19",6.3,1.26303679605061,1.33969864829758,1.59898595766597,1.88076580074826,1.97377823600783,0.0861724637963804,784.894146538645
"20",6.4,1.26916882146003,1.34622160275614,1.60683489913136,1.89006081531132,1.98355147170855,0.0861908035837829,763.340399413228
"21",6.5,1.27512993672964,1.3525634545876,1.61446830312549,1.89910292177658,1.99305947267707,0.086209147274379,742.603530827128
"22",6.6,1.28092662045912,1.35873106840891,1.62189433843376,1.90790170431915,2.00231228995723,0.0862274948689992,722.643358536552
"23",6.7,1.28656503254686,1.36473097115166,1.62912077201913,1.91646627568631,2.01131948020579,0.0862458463684746,703.42209978171
"24",6.8,1.29205103322274,1.37056937222817,1.63615499301694,1.9248053053475,2.02009013521301,0.0862642017736361,684.904204987924
"25",6.9,1.29739020076145,1.37625218229965,1.64300403506682,1.93292704569348,2.02863290937748,0.086282561085315,667.05620438097
"26",7,1.30258784797932,1.38178503075539,1.64967459711063,1.94083935643619,2.0369560452939,0.0863009243043428,649.846566450869
"27",7.1,1.30764903760823,1.38717328200223,1.65617306277514,1.94854972734812,2.04506739759975,0.0863192914315508,633.245567234662
"28",7.2,1.31257859663265,1.39242205065543,1.66250551844749,1.95606529946829,2.05297445521384,0.0863376624677711,617.225169541307
"29",7.3,1.31738112966871,1.39753621571452,1.6686777701429,1.96339288489136,2.06068436208898,0.0863560374138354,601.75891127732
"30",7.4,1.32206103145728,1.40252043380049,1.67469535925567,1.97053898524662,2.06820393659083,0.086374416270576,586.82180212254
"31",7.5,1.32662249853765,1.40737915152463,1.6805635772769,1.97750980896487,2.07553968960563,0.0863927990388251,572.39022787282
"32",7.6,1.33106954016222,1.41211661705344,1.68628747955563,1.9843112874231,2.08269784147103,0.0864111857194151,558.441861817482
"33",7.7,1.3354059885084,1.41673689092864,1.6918718981738,1.99094909004946,2.08968433781669,0.0864295763131788,544.955582589646
"34",7.8,1.33963550823879,1.42124385619684,1.6973214539997,1.99742863846457,2.09650486439414,0.0864479708209489,531.911397955701
"35",7.9,1.34376160545689,1.42564122789868,1.70264056797926,2.00375511972861,2.10316486096916,0.0864663692435585,519.290374081938
"36",8,1.34778763610174,1.42993256196349,1.70783347172007,2.00993349875873,2.10966953434377,0.0864847715818408,507.074569830947
"37",8.1,1.35171681382141,1.43412126355177,1.71290421741838,2.01596852997556,2.11602387057004,0.086503177836629,495.246975696646
"38",8.2,1.35555221736211,1.4382105948845,1.71785668717535,2.02186476823337,2.12223264641251,0.0865215880087568,483.791457017833
"39",8.3,1.35929679750692,1.44220368259511,1.72269460174553,2.02762657908397,2.12830044011199,0.0865400020990579,472.692701126907
"40",8.4,1.36295338359525,1.44610352463739,1.7274215287568,2.0332581484206,2.13423164149913,0.086558420108366,461.936168145803
"41",8.5,1.36652468965209,1.4499129967798,1.73204089043826,2.0387634915446,2.14003046150265,0.0865768420375154,451.508045127412
"42",8.6,1.37001332015352,1.45363485871445,1.73655597088953,2.04414646169394,2.14570094109332,0.0865952678873403,441.395203317079
"43",8.7,1.3734217754531,1.45727175980682,1.7409699229227,2.04941075807051,2.15124695970213,0.086613697658675,431.585158270209
"44",8.8,1.37675245689216,1.46082624451036,1.7452857745054,2.05455993339941,2.15667224314781,0.0866321313523543,422.066032629482
"45",8.9,1.38000767161464,1.4643007574683,1.7495064348317,2.05959740105152,2.16198037110633,0.0866505689692128,412.826521362367
"46",9,1.3831896371063,1.46769764832322,1.75363470004532,2.06452644175835,2.16717478415274,0.0866690105100855,403.855859267787
"47",9.1,1.38630048547623,1.47101917625362,1.757673258638,2.06935020994553,2.17225879040321,0.0866874559758075,395.143790600341
"48",9.2,1.38934226749741,1.47426751425521,1.761624696544,2.07407173971003,2.1772355717834,0.0867059053672143,386.680540643283
"49",9.3,1.39231695642173,1.47744475318329,1.76549150195044,2.07869395046385,2.18210818994696,0.0867243586851412,378.456789102456
"50",9.4,1.39522645158411,1.48055290557149,1.76927606984146,2.08321965226552,2.18687959186681,0.0867428159304239,370.463645183481
"51",9.5,1.39807258180888,1.48359390924116,1.7729807062933,2.08765155085927,2.19155261511971,0.0867612771038983,362.69262423466
"52",9.6,1.4008571086309,1.48656963071439,1.77660763253564,2.09199225244006,2.19612999288344,0.0867797422064004,355.135625846924
"53",9.7,1.40358172934297,1.489481868443,1.78015898879411,2.09624426816183,2.2006143586646,0.0867982112387664,347.784913305695
"54",9.8,1.40624807988035,1.49233235586489,1.78363683792717,2.10041001840454,2.20500825077351,0.0868166842018326,340.633094306722
"55",9.9,1.40885773755221,1.49512276429825,1.78704316887024,2.10449183681499,2.20931411656192,0.0868351610964357,333.673102839275
"56",10,1.41141222362948,1.49785470568363,1.79037989989863,2.10849197413516,2.21353431643774,0.0868536419234124,326.898182168479
"57",10.1,1.41391300579772,1.50052973518288,1.79364888172031,2.11241260183078,2.21767112767044,0.0868721266835995,320.301868835522
"58",10.2,1.41636150048302,1.50314935364373,1.79685190040867,2.11625581553228,2.2217267479996,0.0868906153778342,313.877977602788
"59",10.3,1.4187590750586,1.50571500993778,1.7999906801847,2.12002363829906,2.22570329905816,0.0869091080069538,307.620587295387
"60",10.4,1.42110704993901,1.50822810317957,1.80306688605765,2.12371802371769,2.22960282962156,0.0869276045717956,301.524027463638
"61",10.5,1.42340670056865,1.51068998483351,1.80608212633229,2.12734085884352,2.23342731869268,0.0869461050731974,295.582865823999
"62",10.6,1.42565925931061,1.5131019607153,1.80903795499053,2.13089396699512,2.23717867843237,0.0869646095119968,289.79189641901
"63",10.7,1.42786591724165,1.51546529289384,1.81193587395472,2.13437911040964,2.24085875694414,0.086983117889032,284.146128458196
"64",10.8,1.4300278258586,1.51778120149939,1.8147773352393,2.13779799276733,2.24446934092173,0.0870016302051411,278.640775791173
"65",10.9,1.43214609870138,1.52005086644318,1.81756374299721,2.14115226159253,2.24801215816702,0.0870201464611624,273.27124696687
"66",11,1.43422181289711,1.52227542905363,1.82029645546688,2.14444351053807,2.25148887998571,0.0870386666579343,268.033135860896
"67",11.1,1.43625601062989,1.52445599363364,1.82297678682549,2.1476732815596,2.2549011234676,0.0870571907962957,262.922212806479
