"","Age","lower99CI","lower95CI","median","upper95CI","upper99CI","sigma","Gradient1"
"1",4.5,9.45166043515334,10.0308197513768,11.9007485690097,13.7904515384136,14.3850172307222,0.0801898165369511,9760.88514275034
"2",4.6,9.5291784954583,10.1130888571729,11.9983574204372,13.9035623852844,14.5030055374494,0.0801899335319422,9196.95470711609
"3",4.7,9.60221756348056,10.1906045796077,12.0903269675084,14.0101386404472,14.6141775640708,0.0801900557260556,8672.33987333719
"4",4.8,9.67108988429518,10.2636982975315,12.1770503662418,14.1106358903929,14.7190085398548,0.0801901832323362,8183.8506678048
"5",4.9,9.73608236783902,10.3326745022622,12.2588888729198,14.2054727566708,14.8179351354395,0.0801903161638302,7728.58058767932
"6",5,9.79745884026854,10.3978131868939,12.3361746787966,14.2950341807057,14.9113588892699,0.0801904546335859,7303.8809783262
"7",5.1,9.85546209182017,10.4593720196385,12.4092134885799,14.3796744117037,14.9996493243231,0.0801905987546534,6907.3374198981
"8",5.2,9.91031573713029,10.5175883181351,12.4782868627788,14.4597197209313,15.0831467794092,0.080190748640085,6536.74808316413
"9",5.3,9.96222590365467,10.5726808413266,12.5436543436105,14.5354708651825,15.1621649788471,0.0801909044029347,6190.10397266611
"10",5.4,10.0113827631767,10.6248514148097,12.6055553833371,14.6072053213089,15.2369933633329,0.0801910661562591,5865.57094955017
"11",5.5,10.0579619205389,10.6742864046602,12.6642110928326,14.6751793124313,15.3078992035088,0.0801912340131166,5561.47341344215
"12",5.6,10.102125672774,10.7211580537163,12.7198258269671,14.7396296450604,15.3751295162883,0.0801914080865682,5276.27951695729
"13",5.7,10.144024150808,10.7656256932389,12.7725886221366,14.8007753748846,15.438912802462,0.0801915884896772,5008.58778695911
"14",5.8,10.1837963549076,10.807836841805,12.8226745000062,14.8588193175278,15.4994606225892,0.0801917753355095,4757.11503029161
"15",5.9,10.2215710940736,10.8479282022619,12.8702456503092,14.91394941916,15.5569690267006,0.0801919687371335,4520.68540759778
"16",6,10.2574678386571,10.8860265665875,12.9154525043851,14.9663400004968,15.6116198519311,0.0801921688076203,4298.22056641133
"17",6.1,10.2915974946121,10.9222496375834,12.9584347100492,15.0161528864636,15.663581900887,0.0801923756600438,4088.73073226554
"18",6.2,10.3240631069923,10.956706775479,12.9993220173719,15.0635384326237,15.713012012328,0.0801925894074806,3891.30666497003
"19",6.3,10.3549604995631,10.9894996767351,13.0382350840216,15.1086364583976,15.7600560346201,0.0801928101630106,3705.11239489788
"20",6.4,10.3843788567258,11.0207229916247,13.0752862079706,15.1515770961117,15.80484971139,0.0801930380397165,3529.37866211127
"21",6.5,10.4124012533333,11.050464886513,13.1105799945917,15.1924815640197,15.8475194878743,0.0801932731506842,3363.39698806492
"22",6.6,10.4391051374231,11.0788075561697,13.1442139644723,15.2314628706286,15.8881832456111,0.0801935156090029,3206.51431655744
"23",6.7,10.4645627703877,11.1058276909106,13.1762791076379,15.2686264569247,15.9269509723549,0.0801937655277651,3058.12816692807
"24",6.8,10.4888416286522,11.1315969028867,13.2068603893072,15.3040707824352,15.963925373405,0.080194023020067,2917.6822478135
"25",6.9,10.5120047705143,11.1561821154038,13.2360372117853,15.3378878604627,15.9992024299165,0.0801942881990081,2784.66248552111
"26",7,10.5341111714425,11.1796459187642,13.2638838366405,15.3701637472977,16.0328719092038,0.0801945611776917,2658.59342525073
"27",7.1,10.5552160307915,11.2020468957769,13.290469770893,15.4009789897284,16.0650178315442,0.0801948420692249,2539.03496809013
"28",7.2,10.5753710526033,11.2234399197641,13.3158601205739,15.4304090347392,16.0957188975403,0.0801951309867187,2425.57941023144
"29",7.3,10.5946247028921,11.2438764276114,13.3401159146763,15.4585246049007,16.125048879694,0.080195428043288,2317.84875449579
"30",7.4,10.6130224455786,11.2634046701583,13.3632944022212,15.4853920426056,16.1530769814837,0.0801957333520521,2215.49226733187
"31",7.5,10.6306069590204,11.2820699419972,13.3854493248945,15.5110736259952,16.1798681669118,0.0801960470261342,2118.18425703299
"32",7.6,10.6474183348978,11.2999147925443,13.4066311674649,15.5356278591412,16.2054834631965,0.0801963691786622,2025.62205179653
"33",7.7,10.6634942610397,11.3169792200701,13.4268873879828,15.5591097387962,16.2299802390237,0.0801966999227682,1937.524157968
"34",7.8,10.6788701896238,11.333300850204,13.4462626295625,15.5815709998034,16.2534124605369,0.0801970393715891,1853.62858132255
"35",7.9,10.6935794920429,11.348915100291,13.4647989153757,15.6030603410532,16.2758309270349,0.0801973876382665,1773.69129555911
"36",8,10.7076536016083,11.363855330839,13.4825358283313,15.6236236336921,16.2972834881585,0.0801977448359466,1697.48484414711
"37",8.1,10.721122145149,11.3781529851812,13.4995106767728,15.6433041131315,16.3178152441766,0.080198111077781,1624.79706278886
"38",8.2,10.7340130644641,11.3918377183712,13.5157586474007,15.6621425562515,16.3374687308299,0.080198486476926,1555.42991122638
"39",8.3,10.7463527284978,11.4049375162307,13.531312946513,15.6801774450681,16.356284090055,0.0801988711465434,1489.19840424176
