"","Age","lower99CI","lower95CI","median","upper95CI","upper99CI","sigma","Gradient1"
"1",4.5,26.9931670447611,28.687617122415,34.5868126300553,41.2982788850847,43.5832247745382,0.0927993361266348,16550.1722080965
"2",4.6,27.1223197678074,28.8248805534217,34.7523143521363,41.4959086481003,43.7917929732183,0.0927995032231512,16093.8198714767
"3",4.7,27.2479102263117,28.9583582862356,34.9132525508511,41.6880900470391,43.9946115771383,0.0927996777453049,15658.5392217641
"4",4.8,27.3701028585006,29.0882250854517,35.0698379430687,41.8750747032612,44.1919461341348,0.0927998598545585,15242.9702001403
"5",4.9,27.4890514879673,29.2146444347421,35.2222676450701,42.057097998486,44.3840450539305,0.0928000497123777,14845.8645462192
"6",5,27.6049001962063,29.3377694641612,35.3707262905323,42.2343804097116,44.5711410169089,0.0928002474802315,14466.0746949015
"7",5.1,27.7177841084919,29.4577437853539,35.5153870374813,42.4071287115567,44.7534522429776,0.0928004533195921,14102.543959138
"8",5.2,27.8278301031394,29.5747022453389,35.6564124770727,42.5755370613819,44.9311836367256,0.0928006673919353,13754.2978298728
"9",5.3,27.9351574528651,29.6887716081273,35.7939554553714,42.7397879805289,45.1045278229504,0.0928008898587406,13420.4362480488
"10",5.4,28.0398784058337,29.8000711722424,35.9281598178519,42.9000532432822,45.2736660848025,0.0928011208814911,13100.1267247263
"11",5.5,28.1420987130116,29.9087133311768,36.0591610850992,43.0564946836854,45.4387692152401,0.0928013606216742,12792.5982042699
"12",5.6,28.2419181076249,30.0148040829451,36.1870870671419,43.2092649290783,45.5999982911499,0.0928016092407809,12497.135578068
"13",5.7,28.3394307417994,30.1184434941337,36.3120584229225,43.3585080681279,45.7575053783375,0.0928018669003071,12213.074770997
"14",5.8,28.4347255848536,30.2197261231939,36.4341891706325,43.5043602601884,45.9114341746011,0.0928021337617524,11939.7983320936
"15",5.9,28.5278867871785,30.3187414071634,36.5535871539535,43.6469502920126,46.0619205972439,0.0928024099866215,11676.7314706865
"16",6,28.6189940131806,30.4155740155086,36.6703544686603,43.7864000871327,46.2090933206363,0.0928026957364234,11423.3384863328
"17",6.1,28.7081227463639,30.5103041743563,36.7845878535236,43.9228251726137,46.3530742687935,0.0928029911726725,11179.1195483942
"18",6.2,28.7953445692762,30.6030079640133,36.8963790490076,44.0563351073533,46.4939790673715,0.0928032964568878,10943.6077858554
"19",6.3,28.8807274207439,30.6937575923475,37.0058151268661,44.1870338756323,46.6319174589906,0.0928036117505937,10716.3666532288
"20",6.4,28.9643358325492,30.7826216463216,37.1129787933984,44.3150202492146,46.7669936853697,0.0928039372153199,10496.9875431212
"21",6.5,29.0462311474732,30.8696653237232,37.2179486688296,44.4403881209379,46.8993068393727,0.092804273012602,10285.0876184681
"22",6.6,29.1264717204218,30.9549506469157,37.3207995450143,44.5632268124231,47.0289511897426,0.0928046193039809,10080.3078418324
"23",6.7,29.2051131041708,31.0385366602424,37.4216026234326,44.6836213582502,47.1560164809995,0.0928049762510037,9882.31118113152
"24",6.8,29.2822082211076,31.1204796125482,37.520425735244,44.8016527687115,47.2805882107306,0.0928053440152237,9690.78097372781
"25",6.9,29.3578075222051,31.2008331261337,37.6173335449812,44.9173982730304,47.4027478862662,0.0928057227582001,9505.4194329615
"26",7,29.4319591343403,31.2796483533199,37.7123877393109,45.0309315447488,47.5225732625359,0.092806112641499,9325.94628301857
"27",7.1,29.5047089969582,31.3569741216912,37.805647202141,45.1423229108126,47.6401385627225,0.0928065138266932,9152.09750940208
"28",7.2,29.5761009889842,31.4328570689737,37.8971681772351,45.2516395457386,47.7555146831712,0.0928069264753619,8983.6242137989
"29",7.3,29.646177046799,31.5073417684164,37.9870044193731,45.3589456521083,47.8687693838696,0.092807350749092,8820.29156373988
"30",7.4,29.7149772740159,31.5804708454579,38.0752073350105,45.4643026285185,47.9799674656895,0.0928077868094772,8661.87782749068
"31",7.5,29.7825400437259,31.652285086391,38.1618261132854,45.5677692260093,48.0891709354707,0.092808234818119,8508.17348665092
